id,ball,over,runs,isBoundary,isWide,isNoball,shortText,text,preText,postText
215030,3,16,1,FALSE,FALSE,FALSE,"Chahar to du Plessis, 1 run","length at middle, swept on the bounce to deep square",,
215020,2,16,1,FALSE,FALSE,FALSE,"Chahar to Rayudu, 1 run","<b>dropped at backward point!</b> Tough one to the right for Krunal. He dives and can't hold on. It's a good length ball on off stump, he brings out the reverse sweep and wants to clear the infield behind square on the off side. Doesn't get the elevation. Krunal got there but can't complete",,
215010,1,16,1,FALSE,FALSE,FALSE,"Chahar to du Plessis, 1 run","dropped short and wide outside off, cut to sweeper cover","<p>Here is Chahar. Over the wicket, but taking the left-arm spinner's run up path - from behind the non-striker</p>",
214070,6,15,2,FALSE,FALSE,FALSE,"Bumrah to Rayudu, 2 runs","yorker at the toes, following him down leg side. Manages to tickle it fine - not yet sure if it's off bat or pad. PAttinson sprints and slides to keep it in to his right","<p>Akhilesh: ""It was those overs from Chawla that sculpted the CSK comeback and it is the lack of quality spin that's costing MI this match. Guess all the teams have a preview of how massive the role of spin will be in this tournament in these pitches.""</p>","<p>shameer: ""Faf is really offering a cushion for Rayudu to express. Even if Rayudu gets out, settled in Faf will take charge.""</p>"
214060,6,15,1,FALSE,TRUE,FALSE,"Bumrah to Rayudu, 1 wide","attempted slow bouncer, too short and well down leg side",,
214050,5,15,2,FALSE,FALSE,FALSE,"Bumrah to Rayudu, 2 runs","<b>run out call at the striker's end!</b> Sent upstairs. He's run off a misfield, that thing they tell you not to do as a child...<b>but he's safe.</b> Full ball flicked to midwicket's left, he doesn't collect leans and they take him on",,
214040,4,15,1,FALSE,FALSE,FALSE,"Bumrah to du Plessis, 1 run","yorker at the stumps, squeezed pitch side",,
214030,3,15,4,TRUE,FALSE,FALSE,"Bumrah to du Plessis, FOUR runs",sweet skills! Backs into the leg side and opens up the gap to mid-off's left. It's a length ball that slides on and he punches firmly for the boundary,,
214020,2,15,1,FALSE,FALSE,FALSE,"Bumrah to Rayudu, 1 run","yorker at the stumps, jammed down to long-on",,
214010,1,15,0,FALSE,FALSE,FALSE,"Bumrah to Rayudu, no run","jumps down at a short ball, catches it on the grille off the bat as he's late on the hook",,
213060,6,14,1,FALSE,FALSE,FALSE,"Pattinson to Rayudu, 1 run",<b>audacious!</b> Doing whatever he wants right now. This is a full ball speared in at off. Casually walks across and whips this to deep square,,"<p>Forecaster has CSK with a win probability of 62% right now. Here is Bumrah again.<br><br></p><p>Ramchander Sesh: ""True story - I met Rayudu's then Hyd coach Rajesh Yadav in 2007 and both coach and player were keen to get him to Scotland to play club cricket in Bannockburn so that 'he had something to do in the Hyderabad summer'. The club got another pro from SL and I had to convey the decision to coach and player. Doubt we can get him to play for Bannockburn next season!"" --- Can you promise an extended run at No. 4?<br><br></p><p>The partnership is up to 99 as we have our second strategic break.</p>"
213050,5,14,1,FALSE,FALSE,FALSE,"Pattinson to du Plessis, 1 run","slower short ball at middle, shoveled down to fine leg",,
213040,4,14,1,FALSE,FALSE,FALSE,"Pattinson to Rayudu, 1 run","good length and into the body. Looks to swivel and turn that fine, but it comes off the cue end and ends up at deep square",,
213030,3,14,2,FALSE,FALSE,FALSE,"Pattinson to Rayudu, 2 runs","slapped through extra cover. Whew. Slower ball, good length and outside off. Camps on the back foot and hits through the line. Boult sprints, slides, and gets his body behind it this time to keep it in",,
213020,2,14,0,FALSE,FALSE,FALSE,"Pattinson to Rayudu, no run","<b>beaten.</b> Charges him and is beaten on the under-edge. This was banged in short of a good length, sailing over leg stump",,
213010,1,14,1,FALSE,FALSE,FALSE,"Pattinson to du Plessis, 1 run","short outside off, pulled firmly to long-on's right","<p>They waited out the Powerplay precisely to put pressure on Mumbai's spinners. So far, so good. Pattinson is back now.</p>",
212060,6,13,1,FALSE,FALSE,FALSE,"Chahar to du Plessis, 1 run","length at middle stump, punched to long-on off the back foot","<p>Tasmeem: ""Look at the timing on that shot. How is he generating that on this pitch?"" --- Superb skill no doubt. I wonder if dew has also come into play.</p>",
212050,5,13,1,FALSE,FALSE,FALSE,"Chahar to Rayudu, 1 run","googly dropped short, pulled to deep square",,
212040,4,13,1,FALSE,FALSE,FALSE,"Chahar to du Plessis, 1 run","length at middle, steps out and clips through square leg",,
212030,3,13,1,FALSE,FALSE,FALSE,"Chahar to Rayudu, 1 run","length at the stumps, chipped into the midwicket area",,
212020,2,13,6,TRUE,FALSE,FALSE,"Chahar to Rayudu, SIX runs","<b>glorious!</b> This is batsman in full control. Steps out, gets to the pitch of this good length ball outside off and then opens his body to send this over wide long-off. Imperious",,
212010,1,13,1,FALSE,FALSE,FALSE,"Chahar to du Plessis, 1 run","length at middle stump, steps out and punches to long-on",,
211060,6,12,0,FALSE,FALSE,FALSE,"Bumrah to Rayudu, no run","length outside off, punched to extra cover off the back foot",,
211050,5,12,4,TRUE,FALSE,FALSE,"Bumrah to Rayudu, FOUR runs","<b>a fingertip on that</b> from Bumrah and he's lucky because that might have caused damage if he'd gotten more. <B>Rayudu has fifty.</b> Holds this top order together regularly, and he's doing it again. Down the pitch to a short ball as he flat-bats this to the straight boundary",,
211040,4,12,0,FALSE,FALSE,FALSE,"Bumrah to Rayudu, no run",<b>beaten</b> as that gets big on him. Short of a length and straightens as he shuffles and pushes for the angle coming into him,,
211030,3,12,1,FALSE,FALSE,FALSE,"Bumrah to du Plessis, 1 run","slower ball outside off, sitting up from a good length. Punched to sweeper's left",,
211020,2,12,1,FALSE,FALSE,FALSE,"Bumrah to Rayudu, 1 run","short of a length outside off, chopped to third man off the back foot",,
211010,1,12,1,FALSE,FALSE,FALSE,"Bumrah to du Plessis, 1 run","good length outside off, crisp punch out to sweeper cover",,
210060,6,11,1,FALSE,FALSE,FALSE,"KH Pandya to du Plessis, 1 run","length outside off, down the pitch and drives to long-off",,"<p>Dezz : ""Boult one of the best outfielders in the world? Is that England fans I can hear sniggering?""</p>"
210050,5,11,1,FALSE,FALSE,FALSE,"KH Pandya to Rayudu, 1 run","short outside off, sliced to sweeper cover",,
210040,4,11,1,FALSE,FALSE,FALSE,"KH Pandya to du Plessis, 1 run","full on leg stump, angles in, flicks to deep square",,
210030,3,11,1,FALSE,FALSE,FALSE,"KH Pandya to Rayudu, 1 run","full on leg stump, flicked to short fine's left",,
210020,2,11,6,TRUE,FALSE,FALSE,"KH Pandya to Rayudu, SIX runs","<b>that is incredibly done.</b> Far and away the best batsman of the match so far. Rayudu has jumped down the track and Krunals drags it short. Still, from that position, he's managed to make room and have enough swinging power to pull it over wide long-on",,
210010,1,11,1,FALSE,FALSE,FALSE,"KH Pandya to du Plessis, 1 run",<b>quicker one</b> as Faf jumps down the pitch. Nearly yorks himself. Has just managed to squeeze it down to long-off,,
29060,6,10,1,FALSE,FALSE,FALSE,"Chahar to du Plessis, 1 run","full on middle, swept straight to deep square leg",,<p>Chahar ends the over six runs more expensive than he should have been.</p>
29050,5,10,1,FALSE,FALSE,FALSE,"Chahar to Rayudu, 1 run","length at middle, clipped through midwicket",,
29040,4,10,4,TRUE,FALSE,FALSE,"Chahar to Rayudu, FOUR runs","<b>oh dear another misfield, and this is unpardonable</b> from Boult. One of the best outfielders in the world. Full ball carved to deep extra's right. Boult sprints across and it bounces up for him at a comfortable height. Ends up completely missing it. Expect a bit of this in the opening stages of the tournament",,
29030,3,10,4,TRUE,FALSE,FALSE,"Chahar to Rayudu, FOUR runs",<b>misfield at short fine</b> from Bumrah. This is dragged short and down leg. He pulls off the inside edge and Bumrah's just gone over it,,
29020,2,10,1,FALSE,FALSE,FALSE,"Chahar to du Plessis, 1 run","length and turning away from middle, gets deep in the crease and flicks to deep midwicket",,
29010,1,10,1,FALSE,FALSE,FALSE,"Chahar to Rayudu, 1 run",full and drifted into the pads. Leans in and flicks to deep square,,
28070,6,9,1,FALSE,FALSE,FALSE,"KH Pandya to Rayudu, 1 run","length and angled into the pads, flicked with the angle to deep square",,
28060,5,9,1,FALSE,FALSE,FALSE,"KH Pandya to du Plessis, 1 run","short of a length, low and at the stumps. Sluggish pull down to long-on",,
28050,4,9,1,FALSE,FALSE,FALSE,"KH Pandya to Rayudu, 1 run","length on off, punched down to long-off",,
28040,3,9,1,FALSE,FALSE,FALSE,"KH Pandya to du Plessis, 1 run","short of a length at off, punched to sweeper cover",,
28030,3,9,1,FALSE,TRUE,FALSE,"KH Pandya to du Plessis, 1 wide","length and down leg side, left alone",,
28020,2,9,1,FALSE,FALSE,FALSE,"KH Pandya to Rayudu, 1 run","<b>dropped?</b> That almost carried to Chahar at midwicket. A tough one low to his right, but he didn't even get a hand on that. Got forward and flicked hurriedly. Straight through him","<p>Jehoson : ""How about making this pair as the regular openers ??? ""</p>",
28010,1,9,1,FALSE,FALSE,FALSE,"KH Pandya to du Plessis, 1 run","short and wide outside off, cut to sweeper cover",,
27060,6,8,1,FALSE,FALSE,FALSE,"Chahar to du Plessis, 1 run","length outside off, steps out and drives to long-off with the turn",,"<p>DEBADYUTI SAHU: ""CSK bat very deep. Effectively until Chawla coming at No. 10. Two set batsmen till 12th over and then they can go berserk which have been their template since long. ""<br><br>Akhilesh: ""Rayudu looking really fluent. He's able to rotate the strike easily as well as hit risk-free boundaries.""<Br><br>That is the first strategic time out.</p>"
27050,5,8,4,TRUE,FALSE,FALSE,"Chahar to du Plessis, FOUR runs","<b>expertly done.</b> Jumps down the track and doesn't make the pitch of this, but goes from down to up and then inside to out. Opens the face at the perfect time, it's not easy on this pitch, and beats long-off to the left",,
27040,4,8,0,FALSE,FALSE,FALSE,"Chahar to du Plessis, no run","length on off stump, defended to extra cover on the front foot",,
27030,3,8,1,FALSE,FALSE,FALSE,"Chahar to Rayudu, 1 run","legbreak from a good length at off, gets back and flicks to deep midwicket",,
27020,2,8,1,FALSE,FALSE,FALSE,"Chahar to du Plessis, 1 run","length at off stump and sticking in the pitch as Faf goes half-stride and well in front of the body, flicks into vacant midwicket",,
27010,1,8,1,FALSE,FALSE,FALSE,"Chahar to Rayudu, 1 run","short of a length at off stump, punched to long-on off the back foot",,
26060,6,7,1,FALSE,FALSE,FALSE,"KH Pandya to Rayudu, 1 run",length and slanted in at middle. Gets forward and flicks to deep midwicket,,"<p>samanth: ""Remembering world cup semis now: two early wkts and pant walked in instead of rayudu with dhoni, jaddu to follow ""<br>Rishi: """"Bumrah's no ball costing big"", where have we seen that before?""<br></p>"
26050,5,7,2,FALSE,FALSE,FALSE,"KH Pandya to Rayudu, 2 runs","short outside off, punched to sweeper's left off the back foot",,
26040,4,7,0,FALSE,FALSE,FALSE,"KH Pandya to Rayudu, no run","length at the stumps, tapped back with the angle, can't beat the bowler to his right",,
26030,3,7,1,FALSE,FALSE,FALSE,"KH Pandya to du Plessis, 1 run","length and skidding low at the stumps. Looks to whip to deep midwicket, gets an inside edge into the short fine region","<p>26 dots by CSK, MI only played 14 in the Powerplay, says Shiva J</p>",
26020,2,7,1,FALSE,FALSE,FALSE,"KH Pandya to Rayudu, 1 run","length and into the stumps, punched to deep midwicket",,
26010,1,7,1,FALSE,FALSE,FALSE,"KH Pandya to du Plessis, 1 run","lobbed up gently, good length and wide outside off. Reaches out and chops to sweeper cover",<p>Here is Krunal Pandya</p>,
25070,6,6,6,TRUE,FALSE,FALSE,"Bumrah to Rayudu, SIX runs","<b>looooong way back!</b> Bumrah's no-ball costs him big. Short ball in the corridor, stays back and connects cleanly on the pull shot - way in front of square, over the wide long-on region",,
25060,6,6,5,TRUE,FALSE,TRUE,"Bumrah to Rayudu, (no ball) FOUR runs","<B>whistles over backward point!</b> Effective Powerplay batting. Stays leg side and low at this length ball that is wide outside off. And then slices firmly with no intent to keep it down. <b>It is also a no-ball, as picked up by the TV umpire.</b>",,
25050,5,6,3,FALSE,FALSE,FALSE,"Bumrah to du Plessis, 3 runs","short of a length outside off, walks into the off side and forces that between cover and extra cover. Bit of relay work at the boundary between Chahar and Pollard",,
25040,4,6,0,FALSE,FALSE,FALSE,"Bumrah to du Plessis, no run",<b>bursts through him.</b> Good length and jagging back in strongly. He's trapped in the crease trying to react as that narrowly misses off stump,,
25030,3,6,0,FALSE,FALSE,FALSE,"Bumrah to du Plessis, no run",short of a length and into his mid-riff. Looks to turn that with the angle but can only get it pitch side via his thigh guard,,
25020,2,6,0,FALSE,FALSE,FALSE,"Bumrah to du Plessis, no run","short of a length just outside off, punched off the back foot, straight to backward point",,
25010,1,6,0,FALSE,FALSE,FALSE,"Bumrah to du Plessis, no run","short of a length just outside off, punched into the covers",<p>Here is Bumrah</p>,
24060,6,5,0,FALSE,FALSE,FALSE,"Boult to Rayudu, no run",<b>past the outside edge.</b> Playing on his mind with the movement in and away. This one goes on with the angle. Tentative poke from Rayudu on the front foot and he's too late on it,"<p>Ranjit: ""Imagine having the luxury of not having to bowl Bumrah in the first powerplay. Wow.</p>","<p>Kamesh: ""Been a great fan of Vijay (both in the the IPL/tests. But I think this could be the end of Vijay's IPL career. His decision not to take that review was a result of being worked over by Pattinson's pace. He doesn't look like he belongs to this level anymore.""</p>"
24050,5,5,0,FALSE,FALSE,FALSE,"Boult to Rayudu, no run",short of a length with some shape in from outside off. Left alone,,
24040,4,5,0,FALSE,FALSE,FALSE,"Boult to Rayudu, no run",short of a length and across off stump. Chopped straight to backward point,,
24030,3,5,0,FALSE,FALSE,FALSE,"Boult to Rayudu, no run",<b>past the edge.</b> With a cutter. Gets him forward in the corridor and past the bat,,
24020,2,5,0,FALSE,FALSE,FALSE,"Boult to Rayudu, no run","length on off stump, defended towards backward point",,
24010,1,5,4,TRUE,FALSE,FALSE,"Boult to Rayudu, FOUR runs","<b>wow, sweeeet.</b> I think we have the most aesthetically pleasing shot of the match. Good length ball going across him, gets low, half a flex of the knee to get his weight into that and the perfect cover drive",,"<p>Slip goes out, further reinforcements in the ring on the off side</p>"
23060,6,4,2,FALSE,FALSE,FALSE,"Pattinson to du Plessis, 2 runs","overpitched on the toes, sweet connection on the flick to deep square's left",,"<p>Darshan: ""It seems that Vijay just wanted to get out of there !""</p>"
23050,5,4,0,FALSE,FALSE,FALSE,"Pattinson to du Plessis, no run",<b>trapped in the crease</b> trying to flick with the angle. Half an appeal from the bowler who banged this in at a good length. Struck him on the thigh guard,,
23040,4,4,1,FALSE,FALSE,FALSE,"Pattinson to Rayudu, 1 run","offcutter at a good length, not disguised well enough to trouble Rayudu. Waits on that and guides to third man off the front foot",,
23030,3,4,0,FALSE,FALSE,FALSE,"Pattinson to Rayudu, no run",length and in the corridor. That's skidded on rapidly as he gets forward and defends,<p>Only one slip now</p>,
23020,2,4,0,FALSE,FALSE,FALSE,"Pattinson to Rayudu, no run","length on middle stump, defended off the back foot",,
23010,1,4,4,TRUE,FALSE,FALSE,"Pattinson to Rayudu, FOUR runs",<b>slapped away!</b> Reflexes look good there for Rayudu. Short and wide and he crunches it in front of square off the back foot,<p>Two slips for Rayudu</p>,
22060,6,3,4,TRUE,FALSE,FALSE,"Boult to du Plessis, FOUR runs",sweet timing. Length ball wide outside off. Reaches out and just caresses that to mid-off's left,,
22050,5,3,0,FALSE,FALSE,FALSE,"Boult to du Plessis, no run",<b>big swing inwards.</b> Has Faf cramped. He was shaping to chop that down to third man,,
22040,4,3,1,FALSE,FALSE,FALSE,"Boult to Rayudu, 1 run","short of a length outside off, uses the angle to stab that to third man",,
22030,3,3,0,FALSE,FALSE,FALSE,"Boult to Rayudu, no run","good length, on the pads, and he's caught on the pads trying to flick that",,
22020,2,3,1,FALSE,FALSE,FALSE,"Boult to du Plessis, 1 run",length and a bit of shape in. Gets on the front foot and gets it off the thick outside edge to third man,,
22010,1,3,0,FALSE,FALSE,FALSE,"Boult to du Plessis, no run","short of a length and wide outside off, left aloe","<p>Abhinav Dhar: ""Murali Vijay just didn't know anything about that over at all.""</p>","<p>Siddhesh: ""Imagine the absolute scenes if that 1st decision came back as out and 2nd one as not out!""</p>"
21070,6,2,0,FALSE,FALSE,FALSE,"Pattinson to Vijay, OUT","<b>has him this time!</b> But is that going down? It could well be...looks very good actually for a batsman's review. He doesn't take it. He's off and Faf has to actually catch him halfway back to try and talk to him about it. A full ball pitching middle, cutting in off the seam. He's beaten on the flick but there was a big deviation. Vijay was completely out of sorts - as he looked on the field too - and I wonder if that has affected his judgement. <b>Replays suggest it was missing.</b> He walked right off.",,
21060,5,2,0,FALSE,FALSE,FALSE,"Pattinson to Vijay, no run","length and in at the body, hurriedly poked into the leg side",,
21050,4,2,0,FALSE,FALSE,FALSE,"Pattinson to Vijay, no run","<b>big lbw apeal after he's foxed by the slower ball.</b> They decide against the review. That was superbly done by Pattinson. Vijay trapped in the crease after the last three deliveries. This is a good length ball, tossed up. Vijay absolutely static, reaching well in front of the body to try and lift it over the leg side. It looked very good, but they decide against the review. So so close. Did they think it was lifting over the stumps?",,
21040,3,2,0,FALSE,FALSE,FALSE,"Pattinson to Vijay, no run","length at off stump, punched firmly from the crease to mid-on",,
21030,2,2,0,FALSE,FALSE,FALSE,"Pattinson to Vijay, no run","short outside off, another languid swish at that. It's off the inside edge to midwicket",,
21020,2,2,1,FALSE,TRUE,FALSE,"Pattinson to Vijay, 1 wide","short of a length and down leg side, beaten on the flick",,
21010,1,2,0,FALSE,FALSE,FALSE,"Pattinson to Vijay, no run","<b>beats the inside edge.</b> Banged short of a good length, jagging in off the seam. Vijay swishing away from the body for the one that goes straight on",<p>Pattinson from the other end.</p>,
260,6,1,0,FALSE,FALSE,FALSE,"Boult to Watson, OUT",<b>massive appeal and he's given lbw.</b> Won't review it. That is dead in front. Full and swinging in sharply from off stump. Watson looking to drive for the initial line. Front leg is in the leg side and this thuds into the back one. Long appeal and then a long wait before Virender Sharma lifts the finger,,
250,5,1,4,TRUE,FALSE,FALSE,"Boult to Watson, FOUR runs","<b>lifts it over the off-side infield.</b> Classic Watson. Classy Watson. Full and wide outside off, down on his back knee like he does and from there, he just goes over. Sweetly executed",,
240,4,1,0,FALSE,FALSE,FALSE,"Boult to Watson, no run","short of a length and shape into the body. Late cut straight to wide slip, on the bounce",,
230,3,1,0,FALSE,FALSE,FALSE,"Boult to Watson, no run","length on off, defended into the covers off the back foot",,
220,2,1,0,FALSE,FALSE,FALSE,"Boult to Watson, no run",full and curving in from wide outside off. Looks for the booming cover drive but it's off the inside of the bat,,
210,1,1,1,FALSE,FALSE,FALSE,"Boult to Vijay, 1 run","length at middle stump, slight wobble but not big movement. Keeps the front pad out of the way and taps to mid-on",<p>Trent Boult with a wide slip against M Vijay</p>,
